0.807085457,0.511255785,0.508982036
0.637076961,0.491018903,0.491017964
0.877206633,0.500039219,0.5
0.847895216,0.506000471,0.505988024
0.840491718,0.47305671,0.473053892
0.886066724,0.519883912,0.517964072
0.854076541,0.501686407,0.5
0.825899486,0.512510785,0.511976048
0.802823957,0.532982979,0.532934132
0.899979028,0.494077967,0.494011976
0.79846755,0.482077026,0.482035928
0.871665203,0.527727665,0.526946108
0.867637987,0.488979528,0.488023952
0.828391897,0.494705467,0.494011976
0.884014155,0.527021727,0.526946108
0.825603788,0.4790964,0.479041916
0.808776625,0.525688289,0.523952096
0.815521317,0.485057652,0.48502994
0.847041195,0.476194211,0.476047904
0.884597565,0.535963605,0.535928144
0.84237749,0.497058593,0.497005988
0.881743881,0.520982038,0.520958084
0.812108545,0.482077026,0.482035928
0.777023229,0.505529845,0.502994012
0.859666404,0.501921719,0.5
0.795932448,0.498313593,0.497005988
0.843168766,0.497058593,0.497005988
0.828617351,0.507020158,0.505988024
0.820637557,0.502313907,0.5
0.823161574,0.480194525,0.479041916
0.825035508,0.509137972,0.508982036
0.798207894,0.492352341,0.491017964
0.871373232,0.52819829,0.526946108
0.716704458,0.455094517,0.45508982
0.857956984,0.490156091,0.488023952
0.80552067,0.490940466,0.488023952
0.780718489,0.494077967,0.494011976
0.863681933,0.500039219,0.5
0.867196824,0.489057965,0.488023952
0.814999823,0.500039219,0.5
0.826766815,0.509059534,0.508982036
0.90211842,0.496901718,0.494011976
0.783368936,0.464114833,0.464071856
0.828779466,0.530002353,0.52994012
0.752549612,0.486469527,0.48502994
0.842176617,0.481920151,0.479041916
0.847532853,0.543336732,0.541916168
0.861904236,0.482077026,0.482035928
0.850229179,0.515020786,0.51497006
0.761691188,0.47305671,0.473053892
0.8683931,0.464114833,0.464071856
0.800634262,0.51204016,0.511976048
0.732644751,0.477841399,0.476047904
0.827503798,0.535963605,0.535928144
0.816492729,0.492666091,0.491017964
0.769103383,0.503019845,0.502994012
0.862183625,0.500039219,0.5
0.846225496,0.498392031,0.497005988
0.81247364,0.461134207,0.461077844
0.811849301,0.504510158,0.502994012
0.748263675,0.484665464,0.482035928
0.835992838,0.493607342,0.491017964
0.78508844,0.500039219,0.5
0.820675077,0.515020786,0.51497006
